clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,scenario
13,0.4090909090909091,1.4125,0.2646279761904762,0.654320987654321,14,68,54,baseline
13,0.4629629629629629,1.3625,0.2492708333333333,0.6444444444444445,14,99,55,baseline
17,0.3963414634146341,1.5,0.2332291666666666,0.6462882096069869,16,140,56,baseline
18,0.3833333333333333,1.475,0.2415029761904762,0.6209677419354839,18,83,57,baseline
8,0.3109756097560975,1.775,0.333125,0.7379912663755459,31,180,58,baseline
17,0.4742857142857143,1.225,0.1985565476190476,0.5850622406639004,7,94,59,baseline
12,0.2711864406779661,1.9,0.3369345238095239,0.7551020408163265,27,292,60,baseline
15,0.45,1.45,0.2592708333333333,0.6576576576576577,18,89,61,baseline
12,0.2345679012345679,1.975,0.3724553571428571,0.7964601769911505,36,166,62,baseline
15,0.2925170068027211,2.2,0.3321726190476191,0.7603686635944701,31,389,63,baseline
14,0.4011976047904191,1.4625,0.2685565476190476,0.6738197424892703,16,144,64,baseline
12,0.3160919540229885,1.975,0.3014136904761905,0.75,26,170,65,baseline
10,0.3976608187134502,1.4875,0.2676934523809524,0.6736401673640168,20,127,66,baseline
13,0.3352601156069364,1.5875,0.2985863095238095,0.7107438016528925,21,352,67,baseline
24,0.4715909090909091,1.2125,0.1928571428571428,0.55,8,100,68,baseline
12,0.3218390804597701,1.4875,0.293110119047619,0.6919831223628692,18,155,69,baseline
13,0.4235294117647059,1.475,0.2581977094635322,0.6893617021276596,20,189,70,baseline
17,0.3,1.625,0.2961904761904762,0.7076271186440678,19,123,71,baseline
12,0.2822085889570552,1.725,0.3382911392405064,0.7391304347826086,28,257,72,baseline
18,0.4125,1.3375,0.2178869047619047,0.5803571428571429,10,70,73,baseline
17,0.4857142857142857,1.2625,0.2048511904761905,0.5743801652892562,6,52,74,baseline
10,0.2616279069767442,2.05,0.3367410714285714,0.7957446808510639,37,202,75,baseline
19,0.4161849710982659,1.3125,0.2421428571428571,0.5809128630705395,10,113,76,baseline
14,0.43646408839779,1.3375,0.2297317661241712,0.631578947368421,10,109,77,baseline
15,0.3571428571428571,1.65,0.2704017857142857,0.6860986547085202,17,221,78,baseline
11,0.4597701149425287,1.3125,0.2203422619047619,0.5875,10,42,79,baseline
18,0.2716049382716049,1.95,0.3173958333333333,0.72,29,126,80,baseline
8,0.2701149425287356,2.125,0.3448511904761904,0.7800829875518672,38,193,81,baseline
9,0.2529411764705882,2.1125,0.325282738095238,0.7763713080168776,35,121,82,baseline
19,0.4046242774566474,1.4125,0.2231163351416516,0.6016597510373444,13,88,83,baseline
11,0.3371428571428571,1.65,0.3098958333333333,0.726530612244898,20,340,84,baseline
14,0.4101123595505618,1.3875,0.2315327380952381,0.6016260162601627,15,61,85,baseline
14,0.436046511627907,1.3,0.2315178571428571,0.603448275862069,10,120,86,baseline
8,0.1419753086419753,2.4125,0.4091220238095238,0.8614718614718615,43,216,87,baseline
7,0.227027027027027,2.0875,0.3663690476190476,0.8149606299212598,40,245,88,baseline
17,0.3426966292134831,1.425,0.276889880952381,0.6465863453815262,13,85,89,baseline
13,0.3372093023255814,1.4875,0.2944196428571428,0.7083333333333334,16,120,90,baseline
21,0.3815789473684211,1.45,0.2570386904761904,0.627906976744186,13,134,91,baseline
14,0.3674698795180723,1.6125,0.2932142857142857,0.6753246753246753,20,179,92,baseline
13,0.4539877300613497,1.55,0.2490327380952381,0.6422413793103449,17,126,93,baseline
7,0.1768292682926829,2.3375,0.4044196428571428,0.8666666666666667,48,370,94,baseline
11,0.3764044943820224,1.5625,0.2856249999999999,0.7224489795918367,23,195,95,baseline
15,0.3392857142857143,1.6375,0.3060863095238095,0.6973684210526315,21,159,96,baseline
25,0.5416666666666666,1.325,0.1962499999999999,0.5635593220338984,11,45,97,baseline
14,0.2897727272727273,1.5375,0.3125744047619047,0.7317073170731707,21,303,98,baseline
12,0.3554216867469879,1.5625,0.3021130952380952,0.7008547008547008,18,90,99,baseline
12,0.1677018633540372,2.275,0.3670684523809524,0.8173913043478261,39,999,0,ethnic_asian_hispanic
8,0.119047619047619,2.775,0.4271398432790838,0.8927038626609443,54,999,1,ethnic_asian_hispanic
8,0.1893491124260355,2.525,0.3818749999999999,0.8405172413793104,44,999,2,ethnic_asian_hispanic
14,0.2331288343558282,1.825,0.3377380952380952,0.7947598253275109,31,999,3,ethnic_asian_hispanic
6,0.175531914893617,2.55,0.3986755952380952,0.8700787401574803,47,745,4,ethnic_asian_hispanic
9,0.1696969696969697,2.4875,0.3866220238095238,0.8602620087336245,41,999,5,ethnic_asian_hispanic
7,0.1573033707865168,2.425,0.3981547619047619,0.8471074380165289,42,999,6,ethnic_asian_hispanic
8,0.2191011235955056,2.3375,0.3820373719107897,0.8373983739837398,41,999,7,ethnic_asian_hispanic
10,0.206060606060606,2.35,0.3644940476190476,0.8114035087719298,36,999,8,ethnic_asian_hispanic
4,0.1616161616161616,2.6875,0.4097916666666666,0.8754716981132076,51,407,9,ethnic_asian_hispanic
10,0.1707317073170731,2.5125,0.3743369499698614,0.8528138528138528,44,999,10,ethnic_asian_hispanic
6,0.1761363636363636,2.475,0.382172619047619,0.8559670781893004,45,999,11,ethnic_asian_hispanic
8,0.2486486486486486,1.825,0.3583333333333334,0.796,32,170,12,ethnic_asian_hispanic
12,0.1829268292682926,2.225,0.3494047619047619,0.8,35,999,13,ethnic_asian_hispanic
7,0.1744186046511628,2.45,0.3959375,0.8547717842323651,44,999,14,ethnic_asian_hispanic
7,0.1712707182320442,2.2375,0.4113773357444243,0.8559670781893004,42,999,15,ethnic_asian_hispanic
11,0.2608695652173913,1.9625,0.341365280289331,0.7741935483870968,31,999,16,ethnic_asian_hispanic
22,0.5,1.2,0.1810267857142857,0.5462555066079295,2,5,17,ethnic_asian_hispanic
22,0.436241610738255,1.3125,0.2311755952380952,0.5446428571428571,4,999,0,income_high_low
20,0.422360248447205,1.3,0.2238095238095238,0.603448275862069,11,999,1,income_high_low
21,0.5345911949685535,1.1875,0.1971279761904762,0.5418502202643172,2,999,2,income_high_low
26,0.4465408805031446,1.1625,0.2052083333333333,0.5,4,999,3,income_high_low
25,0.5526315789473685,1.175,0.1728124999999999,0.5113122171945701,3,999,4,income_high_low
28,0.3758389261744966,1.425,0.1963988095238095,0.5982142857142857,10,999,5,income_high_low
29,0.4578313253012048,1.225,0.1780357142857143,0.5361702127659574,3,999,6,income_high_low
25,0.527027027027027,1.2125,0.1998660714285714,0.5395348837209303,6,999,7,income_high_low
26,0.4782608695652174,1.175,0.2026934523809524,0.5364806866952789,3,999,8,income_high_low
28,0.4819277108433735,1.2,0.1728571428571428,0.5175438596491229,4,999,9,income_high_low
7,0.0654761904761904,3.5625,0.4598363095238095,0.9391304347826088,65,999,0,political_liberal_conservative
10,0.1317365269461078,2.5625,0.4091517857142857,0.8716814159292036,51,999,1,political_liberal_conservative
5,0.0813953488372093,3.3,0.4420089285714286,0.9279661016949152,60,999,2,political_liberal_conservative
7,0.0738636363636363,3.3125,0.4573990355635924,0.9404255319148936,63,999,3,political_liberal_conservative
9,0.072289156626506,3.1625,0.4491964285714285,0.9224137931034484,60,999,4,political_liberal_conservative
2,0.0178571428571428,4.1,0.479375,0.986784140969163,75,999,5,political_liberal_conservative
3,0.0445859872611464,3.825,0.458422619047619,0.954337899543379,66,999,6,political_liberal_conservative
3,0.0899470899470899,3.4875,0.4457589285714285,0.937007874015748,65,185,7,political_liberal_conservative
5,0.0467836257309941,3.875,0.4603422619047618,0.961206896551724,69,999,8,political_liberal_conservative
12,0.131578947368421,2.5125,0.3751785714285714,0.8430493273542601,42,999,9,political_liberal_conservative
9,0.25,2.2375,0.3546577380952381,0.801762114537445,39,999,0,race_white_black
6,0.1079545454545454,3.0875,0.4170886075949367,0.9061224489795918,54,999,1,race_white_black
8,0.1317365269461078,2.7125,0.3966815476190476,0.8841201716738197,51,999,2,race_white_black
13,0.1866666666666666,2.125,0.365,0.8288288288288288,40,999,3,race_white_black
21,0.2634730538922156,1.7125,0.3222916666666666,0.7350427350427351,25,999,4,race_white_black
13,0.1626506024096385,2.5125,0.3955997588908981,0.8521739130434782,43,999,5,race_white_black
12,0.2037037037037037,2.6125,0.3637053571428571,0.8173913043478261,43,999,6,race_white_black
11,0.3076923076923077,1.8,0.3111607142857143,0.717948717948718,25,999,7,race_white_black
12,0.1976047904191616,2.4625,0.3667708333333334,0.8347457627118644,41,999,8,race_white_black
10,0.132183908045977,2.6625,0.4038244047619047,0.8553719008264463,47,999,9,race_white_black
